INDEX:10194:<int>,OrderID:10194:<string>,Order:10194:<DateTimeISO>,ShipDateTimeISO:10194:<DateTimeISO>,ShipMode:10194:<string>,CustomerID:10194:<string>,CustomerName:10194:<string>,Segment:10194:<string>,Country/Region:10194:<string>,City:10194:<string>,State/Province:10194:<string>,PostalCode:10194:<int>,Region:10194:<string>,ProductID:10194:<string>,Category:10194:<string>,Sub-Category:10194:<string>,ProductName:10194:<string>,Sales:10194:<string>,Quantity:10194:<string>,Discount:10194:<string>,Profit:10194:<string>
593,US-2021-134971,07-06-2021,10-06-2021,SecondClass,BP-11095,BartPistole,Corporate,UnitedStates,Peoria,Illinois,61604,Central,OFF-BI-10003982,OfficeSupplies,Binders,WilsonJonesCenturyPlasticMoldedRingBinders,12.462,3,0.8,-20.5623
594,US-2021-109162,08-06-2021,12-06-2021,StandardClass,KE-16420,KatrinaEdelman,Corporate,UnitedStates,Bristol,Tennessee,37620,South,FUR-CH-10002647,Furniture,Chairs,"SituationsContouredFoldingChairs,4/Set",170.352,3,0.2,10.647
595,US-2021-141257,08-06-2021,14-06-2021,StandardClass,CS-11950,CarlosSoltero,Consumer,UnitedStates,Seattle,Washington,98115,West,FUR-CH-10002758,Furniture,Chairs,"HonDeluxeFabricUpholsteredStackingChairs,SquaredBack",585.552,3,0.2,73.194
596,US-2021-108147,08-06-2021,13-06-2021,StandardClass,RD-19480,RickDuston,Consumer,UnitedStates,LongBeach,NewYork,11561,East,OFF-BI-10003876,OfficeSupplies,Binders,"GreenCanvasBinderfor8-1/2""x14""Sheets",68.48,2,0.2,25.68
597,US-2021-108147,08-06-2021,13-06-2021,StandardClass,RD-19480,RickDuston,Consumer,UnitedStates,LongBeach,NewYork,11561,East,OFF-ST-10003470,OfficeSupplies,Storage,"TennscoSnap-TogetherOpenShelvingUnits,StarterSetsandAdd-OnUnits",1676.88,6,0,83.844
598,US-2021-115812,09-06-2021,14-06-2021,StandardClass,BH-11710,BrosinaHoffman,Consumer,UnitedStates,LosAngeles,California,90032,West,FUR-FU-10001487,Furniture,Furnishings,"EldonExpressionsWoodandPlasticDeskAccessories,CherryWood",48.86,7,0,14.1694
599,US-2021-160262,09-06-2021,13-06-2021,SecondClass,TS-21205,ThomasSeio,Corporate,UnitedStates,NorthLasVegas,Nevada,89031,West,FUR-FU-10002685,Furniture,Furnishings,"ExecutiveImpressions13-1/2""Indoor/OutdoorWallClock",37.4,2,0,14.212
600,US-2021-115812,09-06-2021,14-06-2021,StandardClass,BH-11710,BrosinaHoffman,Consumer,UnitedStates,LosAngeles,California,90032,West,FUR-TA-10001539,Furniture,Tables,ChromcraftRectangularConferenceTables,1706.184,9,0.2,85.3092
601,US-2021-132612,09-06-2021,11-06-2021,SecondClass,FO-14305,FrankOlsen,Consumer,UnitedStates,Harrisonburg,Virginia,22801,South,FUR-TA-10004534,Furniture,Tables,Bevis44x96ConferenceTables,1441.3,7,0,245.021
602,US-2021-115812,09-06-2021,14-06-2021,StandardClass,BH-11710,BrosinaHoffman,Consumer,UnitedStates,LosAngeles,California,90032,West,OFF-AP-10002892,OfficeSupplies,Appliances,BelkinF5C206VTEL6OutletSurge,114.9,5,0,34.47
603,US-2021-133753,09-06-2021,13-06-2021,SecondClass,CW-11905,CarlWeiss,HomeOffice,UnitedStates,Huntsville,Texas,77340,Central,OFF-AR-10001953,OfficeSupplies,Art,Boston1645DeluxeHeavier-DutyElectricPencilSharpener,70.368,2,0.2,6.1572
604,US-2021-160262,09-06-2021,13-06-2021,SecondClass,TS-21205,ThomasSeio,Corporate,UnitedStates,NorthLasVegas,Nevada,89031,West,OFF-AR-10002335,OfficeSupplies,Art,DIXONOriolePencils,18.06,7,0,4.6956
605,US-2021-115812,09-06-2021,14-06-2021,StandardClass,BH-11710,BrosinaHoffman,Consumer,UnitedStates,LosAngeles,California,90032,West,OFF-AR-10002833,OfficeSupplies,Art,Newell322,7.28,4,0,1.9656
606,US-2021-133851,09-06-2021,16-06-2021,StandardClass,CM-12445,ChuckMagee,Consumer,UnitedStates,SanFrancisco,California,94122,West,OFF-AR-10003752,OfficeSupplies,Art,DeluxeChalkboardEraserCleaner,23.1,2,0,10.626
607,US-2021-115812,09-06-2021,14-06-2021,StandardClass,BH-11710,BrosinaHoffman,Consumer,UnitedStates,LosAngeles,California,90032,West,OFF-BI-10003910,OfficeSupplies,Binders,DXLAngle-ViewBinderswithLockingRingsbySamsill,18.504,3,0.2,5.7825
608,US-2021-160262,09-06-2021,13-06-2021,SecondClass,TS-21205,ThomasSeio,Corporate,UnitedStates,NorthLasVegas,Nevada,89031,West,OFF-PA-10003641,OfficeSupplies,Paper,Xerox1909,79.14,3,0,36.4044
609,US-2021-133851,09-06-2021,16-06-2021,StandardClass,CM-12445,ChuckMagee,Consumer,UnitedStates,SanFrancisco,California,94122,West,OFF-SU-10001225,OfficeSupplies,Supplies,Stapleremover,7.36,2,0,0.1472
610,US-2021-133753,09-06-2021,13-06-2021,SecondClass,CW-11905,CarlWeiss,HomeOffice,UnitedStates,Huntsville,Texas,77340,Central,TEC-AC-10000303,Technology,Accessories,LogitechM510WirelessMouse,63.984,2,0.2,10.3974
611,US-2021-133753,09-06-2021,13-06-2021,SecondClass,CW-11905,CarlWeiss,HomeOffice,UnitedStates,Huntsville,Texas,77340,Central,TEC-PH-10000376,Technology,Phones,SquareCreditCardReader,7.992,1,0.2,0.5994
612,US-2021-115812,09-06-2021,14-06-2021,StandardClass,BH-11710,BrosinaHoffman,Consumer,UnitedStates,LosAngeles,California,90032,West,TEC-PH-10002033,Technology,Phones,Konftel250Conferencephone-Charcoalblack,911.424,4,0.2,68.3568
613,US-2021-115812,09-06-2021,14-06-2021,StandardClass,BH-11710,BrosinaHoffman,Consumer,UnitedStates,LosAngeles,California,90032,West,TEC-PH-10002275,Technology,Phones,Mitel5320IPPhoneVoIPphone,907.152,6,0.2,90.7152
614,US-2021-144281,10-06-2021,15-06-2021,SecondClass,HK-14890,HeatherKirkland,Corporate,UnitedStates,Detroit,Michigan,48234,Central,OFF-LA-10003930,OfficeSupplies,Labels,"DotMatrixPrinterTapeReelLabels,White,5000/Box",491.55,5,0,240.8595
615,US-2021-114643,13-06-2021,17-06-2021,StandardClass,FM-14215,FiliaMcAdams,Corporate,UnitedStates,LosAngeles,California,90032,West,OFF-AR-10003631,OfficeSupplies,Art,Staplesinmisc.colors,14.52,3,0,4.7916
616,US-2021-140487,14-06-2021,20-06-2021,StandardClass,SR-20425,SharelleRoach,HomeOffice,UnitedStates,Detroit,Michigan,48234,Central,FUR-BO-10000711,Furniture,Bookcases,"HonMetalBookcases,Gray",212.94,3,0,57.4938
617,US-2021-141215,15-06-2021,21-06-2021,StandardClass,KL-16555,KellyLampkin,Corporate,UnitedStates,SanAntonio,Texas,78207,Central,FUR-CH-10003379,Furniture,Chairs,GlobalCommerceSeriesHigh-BackSwivel/TiltChairs,797.944,4,0.3,-56.996
618,US-2021-141215,15-06-2021,21-06-2021,StandardClass,KL-16555,KellyLampkin,Corporate,UnitedStates,SanAntonio,Texas,78207,Central,FUR-TA-10001520,Furniture,Tables,"LesroSheffieldCollectionCoffeeTable,EndTable,CenterTable,CornerTable",99.918,2,0.3,-18.5562
619,US-2021-141215,15-06-2021,21-06-2021,StandardClass,KL-16555,KellyLampkin,Corporate,UnitedStates,SanAntonio,Texas,78207,Central,OFF-BI-10002706,OfficeSupplies,Binders,AveryPremierHeavy-DutyBinderwithRoundLockingRings,8.568,3,0.8,-14.5656
620,US-2021-126963,15-06-2021,15-06-2021,SameDay,PS-18760,PamelaStobb,Consumer,UnitedStates,ElPaso,Texas,79907,Central,OFF-PA-10001952,OfficeSupplies,Paper,Xerox1902,36.544,2,0.2,11.8768
621,US-2021-136644,16-06-2021,22-06-2021,StandardClass,SC-20575,SoniaCooley,Consumer,UnitedStates,Mishawaka,Indiana,46544,Central,FUR-CH-10000225,Furniture,Chairs,"GlobalGeoOfficeTaskChair,Gray",647.84,8,0,32.392
622,US-2021-113929,16-06-2021,21-06-2021,StandardClass,CK-12205,ChlorisKastensmidt,Consumer,UnitedStates,Hempstead,NewYork,11550,East,OFF-AR-10003772,OfficeSupplies,Art,Boston16750BlackCompactBatteryPencilSharpener,35,4,0,10.5
623,US-2021-113929,16-06-2021,21-06-2021,StandardClass,CK-12205,ChlorisKastensmidt,Consumer,UnitedStates,Hempstead,NewYork,11550,East,OFF-BI-10002852,OfficeSupplies,Binders,IbicoStandardTransparentCovers,39.552,3,0.2,14.3376
624,US-2021-113929,16-06-2021,21-06-2021,StandardClass,CK-12205,ChlorisKastensmidt,Consumer,UnitedStates,Hempstead,NewYork,11550,East,OFF-EN-10003286,OfficeSupplies,Envelopes,Stapleenvelope,41.4,5,0,19.458
625,US-2021-144414,17-06-2021,21-06-2021,StandardClass,GH-14425,GaryHwang,Consumer,UnitedStates,Seattle,Washington,98105,West,FUR-FU-10003981,Furniture,Furnishings,EldonWaveDeskAccessories,6.24,3,0,2.6208
626,US-2021-144414,17-06-2021,21-06-2021,StandardClass,GH-14425,GaryHwang,Consumer,UnitedStates,Seattle,Washington,98105,West,OFF-BI-10004995,OfficeSupplies,Binders,GBCDocuBindP400ElectricBindingSystem,3266.376,3,0.2,1061.5722
627,US-2021-144414,17-06-2021,21-06-2021,StandardClass,GH-14425,GaryHwang,Consumer,UnitedStates,Seattle,Washington,98105,West,OFF-FA-10000624,OfficeSupplies,Fasteners,OICBinderClips,17.9,5,0,8.95
628,US-2021-156342,17-06-2021,20-06-2021,SecondClass,JF-15415,JenniferFerguson,Consumer,UnitedStates,Chicago,Illinois,60653,Central,OFF-PA-10001725,OfficeSupplies,Paper,Xerox1892,62.016,2,0.2,22.4808
629,US-2021-104402,17-06-2021,23-06-2021,StandardClass,DB-13660,DuaneBenoit,Consumer,UnitedStates,Newark,Delaware,19711,East,TEC-MA-10000423,Technology,Machines,TexasInstrumentsTI-34ScientificCalculator,65.97,3,0,31.0059
630,US-2021-123855,18-06-2021,23-06-2021,StandardClass,MC-18100,MickCrebagga,Consumer,UnitedStates,LosAngeles,California,90036,West,TEC-PH-10000215,Technology,Phones,PlantronicsCordlessPhoneHeadsetwithIn-lineVolume-M214C,139.8,5,0.2,12.2325
631,CA-2021-184712,18-06-2021,20-06-2021,SecondClass,NC-19470,NeilCohen,HomeOffice,Canada,Halifax,NovaScotia,B3H,East,OFF-PA-10000167,OfficeSupplies,Paper,Xerox1925,74.352,3,0.2,23.235
632,US-2021-166863,20-06-2021,24-06-2021,StandardClass,SC-20020,SamCraven,Consumer,UnitedStates,Plano,Texas,75023,Central,FUR-BO-10001608,Furniture,Bookcases,"HonMetalBookcases,Black",193.0656,4,0.32,-19.8744
633,US-2021-112949,20-06-2021,27-06-2021,StandardClass,Co-12640,Corey-Lock,Consumer,UnitedStates,Lawton,Oklahoma,73505,Central,OFF-AP-10001005,OfficeSupplies,Appliances,HoneywellQuietcareHEPAAirCleaner,471.9,6,0,155.727
634,US-2021-112949,20-06-2021,27-06-2021,StandardClass,Co-12640,Corey-Lock,Consumer,UnitedStates,Lawton,Oklahoma,73505,Central,OFF-AR-10003469,OfficeSupplies,Art,NontoxicChalk,3.52,2,0,1.6896
635,US-2021-166863,20-06-2021,24-06-2021,StandardClass,SC-20020,SamCraven,Consumer,UnitedStates,Plano,Texas,75023,Central,OFF-BI-10000756,OfficeSupplies,Binders,StorexDuraTechRecycledPlasticFrostedBinders,3.392,4,0.8,-5.088
636,US-2021-166863,20-06-2021,24-06-2021,StandardClass,SC-20020,SamCraven,Consumer,UnitedStates,Plano,Texas,75023,Central,OFF-PA-10000587,OfficeSupplies,Paper,"ArrayParchmentPaper,AssortedColors",11.648,2,0.2,4.0768
637,US-2021-166863,20-06-2021,24-06-2021,StandardClass,SC-20020,SamCraven,Consumer,UnitedStates,Plano,Texas,75023,Central,OFF-PA-10001166,OfficeSupplies,Paper,Xerox2,15.552,3,0.2,5.4432
638,US-2021-166863,20-06-2021,24-06-2021,StandardClass,SC-20020,SamCraven,Consumer,UnitedStates,Plano,Texas,75023,Central,OFF-ST-10004123,OfficeSupplies,Storage,SafcoIndustrialWireShelvingSystem,509.488,7,0.2,-127.372
639,US-2021-166863,20-06-2021,24-06-2021,StandardClass,SC-20020,SamCraven,Consumer,UnitedStates,Plano,Texas,75023,Central,TEC-MA-10001972,Technology,Machines,OkidataC331dnPrinter,418.8,2,0.4,-97.72
640,US-2021-166863,20-06-2021,24-06-2021,StandardClass,SC-20020,SamCraven,Consumer,UnitedStates,Plano,Texas,75023,Central,TEC-PH-10000369,Technology,Phones,HTCOneMini,201.584,2,0.2,20.1584
641,US-2021-138317,21-06-2021,25-06-2021,StandardClass,NW-18400,NatalieWebber,Consumer,UnitedStates,Philadelphia,Pennsylvania,19120,East,FUR-FU-10000550,Furniture,Furnishings,StackingTraysbyOIC,3.984,1,0.2,0.6474
642,US-2021-117135,21-06-2021,23-06-2021,SecondClass,NP-18325,NaresjPatel,Consumer,UnitedStates,Waynesboro,Virginia,22980,South,FUR-FU-10004071,Furniture,Furnishings,LuxoProfessionalMagnifyingClamp-OnFluorescentLamps,104.01,1,0,14.5614
643,US-2021-130624,21-06-2021,24-06-2021,FirstClass,TB-21280,TobyBraunhardt,Consumer,UnitedStates,NewYorkCity,NewYork,10024,East,OFF-AP-10001303,OfficeSupplies,Appliances,"HolmesCoolMistHumidifierfortheWholeHousewith8-GallonOutputperDay,ExtendedLifeFilter",59.7,3,0,26.865
644,US-2021-138317,21-06-2021,25-06-2021,StandardClass,NW-18400,NatalieWebber,Consumer,UnitedStates,Philadelphia,Pennsylvania,19120,East,OFF-AP-10003860,OfficeSupplies,Appliances,FellowesAdvanced8OutletSurgeSuppressorwithPhone/FaxProtection,44.416,2,0.2,3.8864
645,US-2021-128146,21-06-2021,25-06-2021,StandardClass,DB-13060,DaveBrooks,Consumer,UnitedStates,Lakewood,NewJersey,08701,East,OFF-AR-10001919,OfficeSupplies,Art,"OIC#2Pencils,MediumSoft",3.76,2,0,1.0904
646,US-2021-141278,21-06-2021,24-06-2021,FirstClass,RM-19375,RaymondMesse,Consumer,UnitedStates,Meriden,Connecticut,06450,East,OFF-AR-10003056,OfficeSupplies,Art,Newell341,21.4,5,0,6.206
647,US-2021-138317,21-06-2021,25-06-2021,StandardClass,NW-18400,NatalieWebber,Consumer,UnitedStates,Philadelphia,Pennsylvania,19120,East,OFF-BI-10000069,OfficeSupplies,Binders,"GBCPrepunchedPaper,19-Hole,forBindingSystems,24-lb",9.006,2,0.7,-7.2048
648,US-2021-160780,21-06-2021,21-06-2021,SameDay,SV-20785,StewartVisinsky,Consumer,UnitedStates,Pueblo,Colorado,81001,West,OFF-BI-10001116,OfficeSupplies,Binders,"WilsonJones1""HangingDublLockRingBinders",11.088,7,0.7,-8.1312
649,US-2021-160780,21-06-2021,21-06-2021,SameDay,SV-20785,StewartVisinsky,Consumer,UnitedStates,Pueblo,Colorado,81001,West,OFF-BI-10002931,OfficeSupplies,Binders,"AveryTrapezoidExtraHeavyDuty4""Binders",25.164,2,0.7,-16.776
650,US-2021-138317,21-06-2021,25-06-2021,StandardClass,NW-18400,NatalieWebber,Consumer,UnitedStates,Philadelphia,Pennsylvania,19120,East,OFF-EN-10001539,OfficeSupplies,Envelopes,Stapleenvelope,24.896,4,0.2,8.4024
651,US-2021-130624,21-06-2021,24-06-2021,FirstClass,TB-21280,TobyBraunhardt,Consumer,UnitedStates,NewYorkCity,NewYork,10024,East,OFF-PA-10003883,OfficeSupplies,Paper,"MessageBook,Phone,WireboundStandardLineMemo,23/4""X5""",19.65,3,0,9.039
652,US-2021-117135,21-06-2021,23-06-2021,SecondClass,NP-18325,NaresjPatel,Consumer,UnitedStates,Waynesboro,Virginia,22980,South,OFF-ST-10002444,OfficeSupplies,Storage,RecycledEldonRegenerationJumboFile,36.84,3,0,10.3152
653,US-2021-138317,21-06-2021,25-06-2021,StandardClass,NW-18400,NatalieWebber,Consumer,UnitedStates,Philadelphia,Pennsylvania,19120,East,TEC-AC-10003628,Technology,Accessories,Logitech910-002974M325WirelessMouseforWebScrolling,95.968,4,0.2,28.7904
654,US-2021-138317,21-06-2021,25-06-2021,StandardClass,NW-18400,NatalieWebber,Consumer,UnitedStates,Philadelphia,Pennsylvania,19120,East,TEC-MA-10004521,Technology,Machines,EpsonPerfectionV600PhotoScanner,206.991,3,0.7,-172.4925
655,US-2021-141796,21-06-2021,21-06-2021,SameDay,JG-15160,JamesGalang,Consumer,UnitedStates,LongBeach,NewYork,11561,East,TEC-PH-10001578,Technology,Phones,PolycomSoundStation2EXConferencephone,1214.85,3,0,352.3065
656,US-2021-117135,21-06-2021,23-06-2021,SecondClass,NP-18325,NaresjPatel,Consumer,UnitedStates,Waynesboro,Virginia,22980,South,TEC-PH-10002033,Technology,Phones,Konftel250Conferencephone-Charcoalblack,284.82,1,0,74.0532
657,US-2021-130624,21-06-2021,24-06-2021,FirstClass,TB-21280,TobyBraunhardt,Consumer,UnitedStates,NewYorkCity,NewYork,10024,East,TEC-PH-10003963,Technology,Phones,GE2-JackPhoneLineSplitter,617.97,3,0,160.6722
658,US-2021-128146,21-06-2021,25-06-2021,StandardClass,DB-13060,DaveBrooks,Consumer,UnitedStates,Lakewood,NewJersey,08701,East,TEC-PH-10004539,Technology,Phones,WirelessExtenderszBoostYX545SOHOSignalBooster,1322.93,7,0,357.1911
659,US-2021-154963,22-06-2021,27-06-2021,StandardClass,AA-10645,AnnaAndreadi,Consumer,UnitedStates,Chester,Pennsylvania,19013,East,FUR-CH-10000454,Furniture,Chairs,"HonDeluxeFabricUpholsteredStackingChairs,RoundedBack",853.93,5,0.3,0
660,US-2021-154963,22-06-2021,27-06-2021,StandardClass,AA-10645,AnnaAndreadi,Consumer,UnitedStates,Chester,Pennsylvania,19013,East,FUR-CH-10004698,Furniture,Chairs,"PaddedFoldingChairs,Black,4/Carton",170.058,3,0.3,-4.8588
661,US-2021-133389,22-06-2021,22-06-2021,SameDay,TB-21280,TobyBraunhardt,Consumer,UnitedStates,Phoenix,Arizona,85023,West,OFF-BI-10001553,OfficeSupplies,Binders,SpineVueLockingSlant-DRingBindersbyCardinal,8.226,3,0.7,-6.0324
662,US-2021-124646,22-06-2021,24-06-2021,FirstClass,DV-13465,DiannaVittorini,Consumer,UnitedStates,Minneapolis,Minnesota,55407,Central,OFF-ST-10001097,OfficeSupplies,Storage,OfficeImpressionsHeavyDutyWeldedShelving&MultimediaStorageDrawers,501.81,3,0,0
663,US-2021-124646,22-06-2021,24-06-2021,FirstClass,DV-13465,DiannaVittorini,Consumer,UnitedStates,Minneapolis,Minnesota,55407,Central,OFF-ST-10001469,OfficeSupplies,Storage,FellowesBankersBoxRecycledSuperStor/Drawer,161.94,3,0,9.7164
664,US-2021-142048,22-06-2021,25-06-2021,FirstClass,JE-15745,JoelEaton,Consumer,UnitedStates,Louisville,Colorado,80027,West,TEC-AC-10004114,Technology,Accessories,KeyTronic6101Series-Keyboard-Black,196.752,6,0.2,56.5662
665,US-2021-154963,22-06-2021,27-06-2021,StandardClass,AA-10645,AnnaAndreadi,Consumer,UnitedStates,Chester,Pennsylvania,19013,East,TEC-PH-10004093,Technology,Phones,PanasonicKx-TS550,82.782,3,0.4,-15.1767
666,US-2021-130358,23-06-2021,26-06-2021,FirstClass,DL-13330,DeniseLeinenbach,Consumer,UnitedStates,Concord,NorthCarolina,28027,South,OFF-AR-10002766,OfficeSupplies,Art,PrangDrawingPencilSet,20.016,9,0.2,1.7514
667,US-2021-130358,23-06-2021,26-06-2021,FirstClass,DL-13330,DeniseLeinenbach,Consumer,UnitedStates,Concord,NorthCarolina,28027,South,OFF-SU-10002522,OfficeSupplies,Supplies,AcmeKleenEarthOfficeShears,3.104,1,0.2,0.3492
668,US-2021-126032,23-06-2021,28-06-2021,StandardClass,BS-11665,BrianStugart,Consumer,UnitedStates,Philadelphia,Pennsylvania,19143,East,TEC-AC-10000158,Technology,Accessories,Sony64GBClass10MicroSDHCR40MemoryCard,86.376,3,0.2,1.0797
669,US-2021-159814,24-06-2021,28-06-2021,StandardClass,LP-17080,LizPelletier,Consumer,UnitedStates,Tucson,Arizona,85705,West,FUR-FU-10001731,Furniture,Furnishings,AcrylicSelf-StandingDeskFrames,4.272,2,0.2,0.9612
670,US-2021-159338,25-06-2021,28-06-2021,FirstClass,NS-18640,NoelStaavos,Corporate,UnitedStates,LosAngeles,California,90049,West,FUR-TA-10004147,Furniture,Tables,Hon4060SeriesTables,447.84,5,0.2,11.196
671,US-2021-164469,25-06-2021,27-06-2021,SecondClass,GK-14620,GraceKelly,Corporate,UnitedStates,Salem,Oregon,97301,West,OFF-AR-10000475,OfficeSupplies,Art,"HuntBOSTONVistaBattery-OperatedPencilSharpener,Black",9.328,1,0.2,0.8162
672,US-2021-164469,25-06-2021,27-06-2021,SecondClass,GK-14620,GraceKelly,Corporate,UnitedStates,Salem,Oregon,97301,West,OFF-AR-10003478,OfficeSupplies,Art,"AveryHi-LiterEverBoldPenStyleFluorescentHighlighters,4/Pack",71.632,11,0.2,17.908
673,US-2021-164469,25-06-2021,27-06-2021,SecondClass,GK-14620,GraceKelly,Corporate,UnitedStates,Salem,Oregon,97301,West,TEC-PH-10002115,Technology,Phones,Plantronics81402,263.96,5,0.2,19.797
674,US-2021-104283,27-06-2021,01-07-2021,StandardClass,LM-17065,LizMacKendrick,Consumer,UnitedStates,Southaven,Mississippi,38671,South,FUR-TA-10001039,Furniture,Tables,KIAdjustable-HeightTable,85.98,1,0,22.3548
675,US-2021-104283,27-06-2021,01-07-2021,StandardClass,LM-17065,LizMacKendrick,Consumer,UnitedStates,Southaven,Mississippi,38671,South,OFF-ST-10004337,OfficeSupplies,Storage,"SAFCOCommercialWireShelving,72h",306.2,5,0,0
676,US-2021-104283,27-06-2021,01-07-2021,StandardClass,LM-17065,LizMacKendrick,Consumer,UnitedStates,Southaven,Mississippi,38671,South,TEC-AC-10000109,Technology,Accessories,SonyMicroVaultClick16GBUSB2.0FlashDrive,223.96,4,0,53.7504
677,US-2021-140858,28-06-2021,02-07-2021,StandardClass,CA-12775,CynthiaArntzen,Consumer,UnitedStates,Philadelphia,Pennsylvania,19140,East,FUR-CH-10001394,Furniture,Chairs,GlobalLeatherExecutiveChair,1228.465,5,0.3,0
678,US-2021-140858,28-06-2021,02-07-2021,StandardClass,CA-12775,CynthiaArntzen,Consumer,UnitedStates,Philadelphia,Pennsylvania,19140,East,OFF-BI-10003094,OfficeSupplies,Binders,Self-AdhesiveRingBinderLabels,3.168,3,0.7,-2.4288
679,US-2021-140858,28-06-2021,02-07-2021,StandardClass,CA-12775,CynthiaArntzen,Consumer,UnitedStates,Philadelphia,Pennsylvania,19140,East,OFF-BI-10004230,OfficeSupplies,Binders,GBCRecycledGrainTexturedCovers,31.086,3,0.7,-22.7964
680,US-2021-156993,28-06-2021,04-07-2021,StandardClass,RW-19630,RobWilliams,Corporate,UnitedStates,Detroit,Michigan,48234,Central,OFF-FA-10003495,OfficeSupplies,Fasteners,Staples,6.08,1,0,3.04
681,US-2021-140858,28-06-2021,02-07-2021,StandardClass,CA-12775,CynthiaArntzen,Consumer,UnitedStates,Philadelphia,Pennsylvania,19140,East,OFF-PA-10000304,OfficeSupplies,Paper,Xerox1995,41.472,8,0.2,14.5152
682,US-2021-140858,28-06-2021,02-07-2021,StandardClass,CA-12775,CynthiaArntzen,Consumer,UnitedStates,Philadelphia,Pennsylvania,19140,East,OFF-PA-10003395,OfficeSupplies,Paper,Xerox1941,335.52,4,0.2,117.432
683,US-2021-165974,29-06-2021,06-07-2021,StandardClass,DL-12865,DanLawera,Consumer,UnitedStates,Cincinnati,Ohio,45231,East,OFF-AR-10003405,OfficeSupplies,Art,"DixonMyFirstTiconderogaPencil,#2",32.76,7,0.2,3.6855
684,US-2021-111773,29-06-2021,03-07-2021,StandardClass,JK-15625,JimKarlsson,Consumer,UnitedStates,NewYorkCity,NewYork,10024,East,OFF-BI-10000174,OfficeSupplies,Binders,"WilsonJonesClip&CarryFolderBinderToolforRingBinders,Clear",13.92,3,0.2,4.872
685,US-2021-121566,30-06-2021,06-07-2021,StandardClass,CS-11860,CariSchnelling,Consumer,UnitedStates,NewYorkCity,NewYork,10011,East,OFF-AR-10001026,OfficeSupplies,Art,"SanfordUni-BlazerViewHighlighters,ChiselTip,Yellow",6.6,3,0,2.904
686,US-2021-109218,30-06-2021,03-07-2021,SecondClass,AR-10825,AnthonyRawles,Corporate,UnitedStates,LosAngeles,California,90004,West,OFF-AR-10001374,OfficeSupplies,Art,"BICBriteLinerHighlighters,ChiselTip",32.4,5,0,10.368
687,US-2021-123064,30-06-2021,02-07-2021,FirstClass,RA-19915,RussellApplegate,Consumer,UnitedStates,Chicago,Illinois,60653,Central,OFF-AR-10004582,OfficeSupplies,Art,BICBriteLinerGripHighlighters,5.248,4,0.2,1.64
688,US-2021-146640,30-06-2021,05-07-2021,StandardClass,HA-14905,HelenAbelman,Consumer,UnitedStates,NewYorkCity,NewYork,10024,East,OFF-BI-10002867,OfficeSupplies,Binders,GBCRecycledRegencyCompositionCovers,334.768,7,0.2,108.7996
689,US-2021-121566,30-06-2021,06-07-2021,StandardClass,CS-11860,CariSchnelling,Consumer,UnitedStates,NewYorkCity,NewYork,10011,East,OFF-BI-10004528,OfficeSupplies,Binders,CardinalPolyPocketDividerPocketsforRingBinders,2.688,1,0.2,0.84
690,US-2021-116757,30-06-2021,04-07-2021,StandardClass,MS-17980,MichaelStewart,Corporate,UnitedStates,Houston,Texas,77095,Central,OFF-FA-10002815,OfficeSupplies,Fasteners,Staples,21.312,6,0.2,7.1928
691,US-2021-152254,30-06-2021,30-06-2021,SameDay,BD-11620,BrianDeCherney,Consumer,UnitedStates,Wilmington,NorthCarolina,28403,South,OFF-PA-10001144,OfficeSupplies,Paper,Xerox1913,310.688,7,0.2,108.7408
692,US-2021-116757,30-06-2021,04-07-2021,StandardClass,MS-17980,MichaelStewart,Corporate,UnitedStates,Houston,Texas,77095,Central,OFF-PA-10002005,OfficeSupplies,Paper,Xerox225,25.92,5,0.2,9.072
693,US-2021-160773,01-07-2021,05-07-2021,StandardClass,LW-16825,LaurelWorkman,Corporate,UnitedStates,Deltona,Florida,32725,South,OFF-BI-10000546,OfficeSupplies,Binders,AveryDurableBinders,5.184,6,0.7,-3.6288
694,US-2021-153150,01-07-2021,06-07-2021,SecondClass,Dl-13600,Dorrisliebe,Corporate,UnitedStates,Seattle,Washington,98105,West,OFF-BI-10003355,OfficeSupplies,Binders,CardinalHolditBusinessCardPockets,19.92,5,0.2,6.972
695,US-2021-160773,01-07-2021,05-07-2021,StandardClass,LW-16825,LaurelWorkman,Corporate,UnitedStates,Deltona,Florida,32725,South,TEC-PH-10004586,Technology,Phones,WilsonSignalBoost841262DBPROAmplifierKit,575.92,2,0.2,71.99
696,US-2021-107594,02-07-2021,06-07-2021,StandardClass,EH-13945,EricHoffmann,Consumer,UnitedStates,Plainfield,NewJersey,07060,East,OFF-AR-10000716,OfficeSupplies,Art,DIXONTiconderogaErasableCheckingPencils,5.58,1,0,2.1762
697,US-2021-107594,02-07-2021,06-07-2021,StandardClass,EH-13945,EricHoffmann,Consumer,UnitedStates,Plainfield,NewJersey,07060,East,TEC-PH-10002923,Technology,Phones,"LogitechB530USBHeadset-headset-Fullsize,Binaural",73.98,2,0,19.9746
698,US-2021-120096,04-07-2021,07-07-2021,FirstClass,KE-16420,KatrinaEdelman,Corporate,UnitedStates,Aurora,Colorado,80013,West,OFF-AP-10000692,OfficeSupplies,Appliances,FellowesMighty8CompactSurgeProtector,32.432,2,0.2,3.2432
